#category	#chromosome	#contig_1	#contig_2	#window	#interactions per 100kb
euchromatin	centromere_4	Contig119	3R_28	24800000-24850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	24900000-24950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	2500000-2550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25400000-25450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25500000-25550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25550000-25600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25650000-25700000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25700000-25750000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25750000-25800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25800000-25850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25900000-25950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	25950000-26000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	26150000-26200000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	26950000-27000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27050000-27100000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27150000-27200000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27250000-27300000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27300000-27350000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27350000-27400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27450000-27500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27600000-27650000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27750000-27800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	27850000-27900000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	2800000-2850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	3500000-3550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	3900000-3950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	5000000-5050000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	5850000-5900000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	6400000-6450000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	6500000-6550000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	6750000-6800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	6900000-6950000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	6950000-7000000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	7000000-7050000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	7100000-7150000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	7300000-7350000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	7700000-7750000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	800000-850000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	8600000-8650000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	8700000-8750000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	8750000-8800000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9050000-9100000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9100000-9150000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9200000-9250000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9350000-9400000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9450000-9500000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9550000-9600000	4.259215878356795
euchromatin	centromere_4	Contig119	3R_28	9850000-9900000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	3_scaffold1	100000-150000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig135	150000-200000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig135	250000-300000	4.259215878356795
inter-proximal_heterochromatin	centromere_4	Contig119	Contig145	0-50000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	100000-150000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	150000-200000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	300000-350000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	350000-400000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	450000-500000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Contig9	250000-300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	10200000-10250000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	10300000-10350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	10650000-10700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	10700000-10750000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1100000-1150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	11050000-11100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	11250000-11300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	12050000-12100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	12350000-12400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1250000-1300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	12550000-12600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	12650000-12700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	12750000-12800000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	13050000-13100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	13100000-13150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1350000-1400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	13550000-13600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	13650000-13700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1400000-1450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	14100000-14150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	14400000-14450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	14550000-14600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	15000000-15050000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	15250000-15300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	15300000-15350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	15450000-15500000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1550000-1600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	15600000-15650000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	16450000-16500000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	16600000-16650000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	16900000-16950000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17050000-17100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17100000-17150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17300000-17350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17350000-17400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17400000-17450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	17600000-17650000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	18250000-18300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	18550000-18600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	18800000-18850000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	18900000-18950000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	19000000-19050000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	1900000-1950000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	19450000-19500000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	19950000-20000000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	20150000-20200000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	20550000-20600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	20650000-20700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	20700000-20750000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2100000-2150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	21200000-21250000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	21250000-21300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2150000-2200000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	21550000-21600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2300000-2350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2400000-2450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2500000-2550000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2550000-2600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2750000-2800000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	2850000-2900000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3000000-3050000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3100000-3150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3250000-3300000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3350000-3400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3450000-3500000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	350000-400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3550000-3600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	3950000-4000000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	4000000-4050000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	4150000-4200000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	4350000-4400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	4400000-4450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	4550000-4600000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	500000-550000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	5050000-5100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	5750000-5800000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	6200000-6250000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	6300000-6350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	6650000-6700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	6700000-6750000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	6800000-6850000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	7100000-7150000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	7200000-7250000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	7450000-7500000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	7650000-7700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	7850000-7900000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	8000000-8050000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	8300000-8350000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	8350000-8400000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	850000-900000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	8600000-8650000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	8650000-8700000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	900000-950000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	9050000-9100000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	9400000-9450000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	9750000-9800000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	9850000-9900000	4.259215878356795
euchromatin	centromere_4	Contig119	X_1	9900000-9950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig10	0-50000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig10	50000-100000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig140	150000-200000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig140	250000-300000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig14	0-50000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig140	650000-700000	4.259215878356795
inter-proximal_heterochromatin	centromere_4	Contig119	Y_Contig2	700000-750000	4.259215878356795
inter-proximal_heterochromatin	centromere_4	Contig119	Y_Contig2	750000-800000	4.259215878356795
inter-proximal_heterochromatin	centromere_4	Contig119	Y_Contig2	900000-950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig4	250000-300000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig6	400000-450000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	2100000-2150000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	2900000-2950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold4	900000-950000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold5	500000-550000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	100000-150000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1150000-1200000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1200000-1250000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1600000-1650000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	1650000-1700000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_scaffold7	550000-600000	4.259215878356795
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig125	0-33888	3.1421269168708648
inter-distal_heterochromatin	centromere_4	Contig119	Contig5	500000-535166	3.0279359881396766
inter-distal_heterochromatin	centromere_4	Contig119	Y_Contig74	50000-92656	2.4962583683167634
euchromatin	centromere_4	Contig119	2L_1	10450000-10500000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	1050000-1100000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	10850000-10900000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	11500000-11550000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	1150000-1200000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	11550000-11600000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	12000000-12050000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	12150000-12200000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	12450000-12500000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	12600000-12650000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13000000-13050000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13350000-13400000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13550000-13600000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13650000-13700000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13750000-13800000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13800000-13850000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	13900000-13950000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14000000-14050000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14200000-14250000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14600000-14650000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14850000-14900000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14900000-14950000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	14950000-15000000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	15200000-15250000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	15300000-15350000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	15750000-15800000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	16400000-16450000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	16850000-16900000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	17300000-17350000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	17350000-17400000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	19100000-19150000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	19400000-19450000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	19500000-19550000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	2000000-2050000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	200000-250000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	20200000-20250000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	2150000-2200000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	2600000-2650000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	2700000-2750000	2.1296079391783973
euchromatin	centromere_4	Contig119	2L_1	2850000-2900000	2.1296079391783973
